full_name,owner,name,html_url,stargazers_count,forks_count,topics,matched_topics
banderlog/opencv-python-inference-engine,banderlog,opencv-python-inference-engine,https://github.com/banderlog/opencv-python-inference-engine,33,6,"opencv,dldt,python,wrapper,wheel,python-3,myriad,precompiled,opencv-python,inference-engine,movidius,openvino,openblas",inference-engine
m0dulo/InferSpore,m0dulo,InferSpore,https://github.com/m0dulo/InferSpore,32,4,"inference-engine,cuda,llama2,llm",inference-engine
nicoladileo/NephroDoctor,nicoladileo,NephroDoctor,https://github.com/nicoladileo/NephroDoctor,31,2,"artificial-intelligence,expert-system,medical-informatics,prolog-programming-language,prolog-interpreter,inference-engine,knowledge-base,rule-based,uncertainty",inference-engine
gaddekumar/tensorrt-ssd-easy,gaddekumar,tensorrt-ssd-easy,https://github.com/gaddekumar/tensorrt-ssd-easy,30,26,"inference-engine,deeplearning,caffe,tensorrt,ssd",inference-engine
yas-sim/dbface-on-openvino,yas-sim,dbface-on-openvino,https://github.com/yas-sim/dbface-on-openvino,29,7,"face-detection,deep-learning,pytorch,openvino,onnx,python,intel,inference-engine,sample",inference-engine
ulfurinn/wongi-engine-elixir,ulfurinn,wongi-engine-elixir,https://github.com/ulfurinn/wongi-engine-elixir,29,4,"elixir,inference-engine,rete,rule-engine",inference-engine
RidgeRun/r2inference,RidgeRun,r2inference,https://github.com/RidgeRun/r2inference,27,10,"deep-learning,deep-neural-networks,inference,inference-engine,artificial-intelligence,artificial-neural-networks,machine-learning,ai,ml",inference-engine
zpye/SimpleInfer,zpye,SimpleInfer,https://github.com/zpye/SimpleInfer,25,2,"deep-learning,neural-network,cpp,inference-engine,ai-framework,xmake",inference-engine
kyegomez/Exa,kyegomez,Exa,https://github.com/kyegomez/Exa,25,4,"inference-engine,llama2,llama2-7b,llamacpp,llamas,llm-inference,llms,opensource",inference-engine
neurosim/3D_NeuroSim_V1.0,neurosim,3D_NeuroSim_V1.0,https://github.com/neurosim/3D_NeuroSim_V1.0,24,14,"inference-engine,3d-integration,ieee,iedm,xiaochen-peng",inference-engine
SKKU-ESLAB/CNN-on-flash,SKKU-ESLAB,CNN-on-flash,https://github.com/SKKU-ESLAB/CNN-on-flash,23,15,"machine-learning,cnn,blas,inference-engine,memory-management",inference-engine
yas-sim/openvino-ep-enabled-onnxruntime,yas-sim,openvino-ep-enabled-onnxruntime,https://github.com/yas-sim/openvino-ep-enabled-onnxruntime,20,1,"onnx,onnxruntime,openvino,openvino-toolkit,intel,deep-learning,onnx-backend,onnx-format,inference,inference-engine,inference-api,inference-library",inference-engine
DeanLee77/PALOS-Engine,DeanLee77,PALOS-Engine,https://github.com/DeanLee77/PALOS-Engine,19,8,"engine,rule-engine,inference-engine,nadia,rule-reader,rule-scanner,rule-parser,rule-editor,workflow-engine,workflow,workflow-editor,forward-chaining,backward-chaining,java-rule-engine,java-policy-engine,java-inference-engine,java-workflow-engine,expert-system",inference-engine
aws-solutions-library-samples/guidance-for-scalable-model-inference-and-agentic-ai-on-amazon-eks,aws-solutions-library-samples,guidance-for-scalable-model-inference-and-agentic-ai-on-amazon-eks,https://github.com/aws-solutions-library-samples/guidance-for-scalable-model-inference-and-agentic-ai-on-amazon-eks,19,6,"agentic-ai,agentic-workflow,inference,inference-engine,langfuse,litellm-ai-gateway,mcp-client,mcp-server,huggingface,opensource-ai,vllm",inference-engine
milosgajdos/ncs,milosgajdos,ncs,https://github.com/milosgajdos/ncs,18,3,"neural-networks,movidius,golang,go,inference-engine,usb,deep-learning,edge-computing",inference-engine
danyvarghese/PyGol,danyvarghese,PyGol,https://github.com/danyvarghese/PyGol,18,5,"inductive-logic-programming,machine-learning,inverse-entailment,abductive-commonsense-reasoning,abductive-learning,artificial-intelligence,automated-data-science,automated-machine-learning,automl,explainable-ai,explainable-ml,inference-engine,logic-programming,pygol",inference-engine
aussie-ai-labs/aussie-ai-base,aussie-ai-labs,aussie-ai-base,https://github.com/aussie-ai-labs/aussie-ai-base,18,3,"ai,inference-engine,llm-inference,transformers",inference-engine
cschen1205/java-expert-system-shell,cschen1205,java-expert-system-shell,https://github.com/cschen1205/java-expert-system-shell,17,6,"java,expert-system,kie,javascript,rule-engine,inference-engine",inference-engine
NhanPhamThanh-IT/Wumpus-World-Game,NhanPhamThanh-IT,Wumpus-World-Game,https://github.com/NhanPhamThanh-IT/Wumpus-World-Game,16,0,"ai-in-games,artificial-intelligence,autonomous-agents,decision-making,educational-game,game-theory,grid-based-games,inference-engine,knowledge-representation,logic-programming,pathfinding-algorithms,pygame-visualization,python-project,reinforcement-learning,search-strategies,simulation-environment,agent-reason,classic-ai-problem,planning-module,hazard-detection",inference-engine
ap-atul/Expert-System,ap-atul,Expert-System,https://github.com/ap-atul/Expert-System,15,6,"expert-system,knowledgebase,generic-expert-system,artificial-intelligence,forward-chaining,backward-chaining,expert,inference-engine",inference-engine
sorohere/Hand-Pose-Detection,sorohere,Hand-Pose-Detection,https://github.com/sorohere/Hand-Pose-Detection,15,2,"computer-vision,cvzone,gesture-recognition,keras,machine-learning,mediapipe,opencv,streamlit,tensorflow,webrtc,inference-engine,large-language-models,llama2,llamacpp",inference-engine
denilgabani/people-counter-app,denilgabani,people-counter-app,https://github.com/denilgabani/people-counter-app,14,6,"people-counter,people-detection,pedestrian-detection,openvino,edge-ai,edge,opencv,nodejs,inference-engine",inference-engine
cdap-solutions/dre,cdap-solutions,dre,https://github.com/cdap-solutions/dre,14,8,"business-rules,rules-engine,production-rules,inference-engine,cdap,plugin",inference-engine
amrmorsey/Latte,amrmorsey,Latte,https://github.com/amrmorsey/Latte,13,0,"machine-learning,machine-learning-library,machinelearning,machine-learning-algorithms,inference-engine,inference-library,caffemodel,caffe-prototxt,caffe-windows,caffe-framework,caffe,cnn-classification,cnn,convolutional-neural-networks,convolutional-networks,convolution,weight,python3,avx",inference-engine
LastBotInc/llama2j,LastBotInc,llama2j,https://github.com/LastBotInc/llama2j,13,1,"inference,inference-engine,java,llama,llama2",inference-engine
jerinphilip/slimt,jerinphilip,slimt,https://github.com/jerinphilip/slimt,13,2,"cpp20,inference-engine,machine-translation,pybind11,python",inference-engine
christophmark/bayesianfridge,christophmark,bayesianfridge,https://github.com/christophmark/bayesianfridge,13,3,"monte-carlo,sequential-monte-carlo,model-selection,inference,inference-engine",inference-engine
lmaxwell/Armednn,lmaxwell,Armednn,https://github.com/lmaxwell/Armednn,13,2,"inference-engine,neural-network,eigen,eigen3,lstm,conv1d,inference-optimization",inference-engine
iBz-04/offeline,iBz-04,offeline,https://github.com/iBz-04/offeline,13,1,"electron-app,llamacpp,local-ai,node-llama-cpp,ollama-app,webgl,webgpu,inference-engine,offline-inference,on-device-ai,ondeviceai,quantizedai,privacy-enhancing-technologies,privateai",inference-engine
radiantone/inferencegraph,radiantone,inferencegraph,https://github.com/radiantone/inferencegraph,11,0,"inference-engine,knowledge-graph,forward-chaining,nodejs,typescript,inferences,artificial-intelligence,javascript,framework",inference-engine
intel/openvino-demos,intel,openvino-demos,https://github.com/intel/openvino-demos,11,13,"deep-learning,openvino,energy,aws,aws-ami,inference,inference-engine,sagemaker,aws-sagemaker",inference-engine
dieharders/obrew-studio-server,dieharders,obrew-studio-server,https://github.com/dieharders/obrew-studio-server,11,1,"ai,desktop-app,inference-engine,localai,text-generation,agents,assistant,chatbot,llamacpp,offline-llm,productivity,rag,self-hosted",inference-engine
ShZh-libraries/sznn,ShZh-libraries,sznn,https://github.com/ShZh-libraries/sznn,10,0,"rust,webgpu,typescript,onnx,inference-engine,multithreading,webworker,web,simd,wgsl,wasm,webassembly",inference-engine
rktayal/face_recognition_demo,rktayal,face_recognition_demo,https://github.com/rktayal/face_recognition_demo,10,2,"facenet-model,tensorflow,python,mtcnn-tensorflow,mtcnn-face-detection,image-processing,convolutional-neural-networks,cnn,inference-engine",inference-engine
lix19937/xinfer,lix19937,xinfer,https://github.com/lix19937/xinfer,10,0,"cpp,cuda,infer,inference-engine,onnx",inference-engine
catseye/Cardboard-Prolog,catseye,Cardboard-Prolog,https://github.com/catseye/Cardboard-Prolog,10,1,"prolog-interpreter,inference-engine,didactic,pure-functional,deductive-inference,logic-programming",inference-engine
yas-sim/openvino-multi-ncs2-throughput-mode,yas-sim,openvino-multi-ncs2-throughput-mode,https://github.com/yas-sim/openvino-multi-ncs2-throughput-mode,10,1,"neural-compute-stick-2,neural-compute-stick,ncs2,ncs,openvino,openvino-toolkit,inference,inference-engine,deep-learning,throughput-performance,intel,python,accelerator",inference-engine
NExST-RnDLabs/PALOS,NExST-RnDLabs,PALOS,https://github.com/NExST-RnDLabs/PALOS,9,3,"nadia,rule-parser,inference-rules,rule-engine,gradle,database,inference-engine,postgresql,spring-boot,javascript,java,java-engine,javascript-engine,policy-engine,expert-system,knowledge-base,knowledge-management,knowledge-based-systems,knowledge-sharing,reactjs",inference-engine
AnweshCR7/onnx-inference-yolo,AnweshCR7,onnx-inference-yolo,https://github.com/AnweshCR7/onnx-inference-yolo,9,2,"deep-learning,images,inference-engine,object-detection,onnx,segmentation,yolo,yolov7",inference-engine
kiritigowda/MIVisionX-Inference-Tutorial,kiritigowda,MIVisionX-Inference-Tutorial,https://github.com/kiritigowda/MIVisionX-Inference-Tutorial,9,3,"openvx,opencv,caffe,onnx,nnef,neural-network,machine-learning,classification,vggnet,resnet,inception,tensorflow,inference,inference-engine,segmentation,detection,mivisionx,amd,cnn,openvx-neural-net",inference-engine
yas-sim/openvino-wrapper,yas-sim,openvino-wrapper,https://github.com/yas-sim/openvino-wrapper,9,2,"deep-learning,python,class-library,openvino,intel,inference-engine,inference,object-detection,image-classification,gaze-estimation,face-detection,face-landmark-detection,object-tracking,heatmap,openvino-inference-engine,openvino-toolkit",inference-engine
artyomtugaryov/openvino_workshop,artyomtugaryov,openvino_workshop,https://github.com/artyomtugaryov/openvino_workshop,9,7,"openvino,deep-learning,deep-learning-tutorial,neural-networks,computer-vision,jupyter-notebook,openvino-workshop,inference-engine,quickstart",inference-engine
MrinmoiHossain/Udacity-Intel-Edge-AI-for-IoT-Developers-Nanodegree,MrinmoiHossain,Udacity-Intel-Edge-AI-for-IoT-Developers-Nanodegree,https://github.com/MrinmoiHossain/Udacity-Intel-Edge-AI-for-IoT-Developers-Nanodegree,9,6,"intel,openvino,edge-ai,inference-engine,optimization,intel-devcloud,face-detection,model-optimization",inference-engine
vuiseng9/openvino-ubuntu,vuiseng9,openvino-ubuntu,https://github.com/vuiseng9/openvino-ubuntu,8,2,"openvino,ubuntu1604,ubuntu-xenial,ubuntu,docker,inference-engine,inference,igpu,model-optimizer,opencv,ncsdk,neural-compute-stick,computer-vision",inference-engine
DarkStarStrix/Nexa_Inference,DarkStarStrix,Nexa_Inference,https://github.com/DarkStarStrix/Nexa_Inference,8,0,"data-science,inference-engine,infrastructure,machine-learning,notebook,pdf,science",inference-engine
gmkung/Cheemera,gmkung,Cheemera,https://github.com/gmkung/Cheemera,8,2,"ai,expert-advisor,expert-system,gpt,inference-api,inference-engine",inference-engine
TheBlackPlague/MantaRay,TheBlackPlague,MantaRay,https://github.com/TheBlackPlague/MantaRay,7,0,"chess-ai,chess-engine,cpp,inference-engine,neural-network,simd",inference-engine
yas-sim/pyopenvino,yas-sim,pyopenvino,https://github.com/yas-sim/pyopenvino,7,1,"deep-learning,inference,inference-engine,openvino,python,ai,inference-library,experimental,convolutional-neural-network,convolution,mnist,mnist-classification,object-detection,reference-implementation,ssd-mobilenet",inference-engine
yas-sim/openvino-workshop-jp,yas-sim,openvino-workshop-jp,https://github.com/yas-sim/openvino-workshop-jp,7,1,"deep-learning,workshop,hands-on,inference,intel,openvino,tutorial,inference-engine,openvino-toolkit,classification,ssd",inference-engine
whitelok/cuDNN-convolution3D-invoke-demo,whitelok,cuDNN-convolution3D-invoke-demo,https://github.com/whitelok/cuDNN-convolution3D-invoke-demo,7,0,"cuda,cudnn,convolutional-neural-network,convolution,convolutional-layers,ai,deep-learning,deep-neural-network,cpp,inference,inference-engine,nvidia,nvidia-cuda",inference-engine
bfoz/clips-ruby,bfoz,clips-ruby,https://github.com/bfoz/clips-ruby,7,1,"ruby,expert-system,rule-engine,inference-engine",inference-engine
biips/biips,biips,biips,https://github.com/biips/biips,7,2,"c-plus-plus,jags,bugs-language,smc,inference-engine,particle-filter,graphical-models,bayesian-inference,biips",inference-engine
MisterBrookT/Scorpio,MisterBrookT,Scorpio,https://github.com/MisterBrookT/Scorpio,6,1,"inference-engine,llm",inference-engine
tabet-f/Image2Recipes-using-Tensorflow-Object-Detection-API,tabet-f,Image2Recipes-using-Tensorflow-Object-Detection-API,https://github.com/tabet-f/Image2Recipes-using-Tensorflow-Object-Detection-API,6,2,"tensorflow,tensorflow-object-detection-api,flask-application,deep-neural-networks,convolutional-neural-networks,image-recognition,object-detection,inference-engine",inference-engine
marchete/NetMokka,marchete,NetMokka,https://github.com/marchete/NetMokka,6,0,"machine-learning,machine-learning-algorithms,avx,mnist,codingame,inference-engine,fully-connected,fully-connected-layer,dense-layer",inference-engine
PRITHIVSAKTHIUR/Vision-Inference,PRITHIVSAKTHIUR,Vision-Inference,https://github.com/PRITHIVSAKTHIUR/Vision-Inference,6,0,"css,docker,html,inference-engine,javascript,live,model",inference-engine
whitelok/cuDNN-convolution2D-invoke-demo,whitelok,cuDNN-convolution2D-invoke-demo,https://github.com/whitelok/cuDNN-convolution2D-invoke-demo,6,1,"cuda,cudnn,convolutional-neural-network,ai,deep-learning,deep-neural-networks,cpp,inference-engine,inference,nvidia,nvidia-cuda,convolution,convolutional-layers",inference-engine
JishnuTU/D-M-Intelligence-S,JishnuTU,D-M-Intelligence-S,https://github.com/JishnuTU/D-M-Intelligence-S,6,0,"python,clips,pyclips,sqlite3,intelligence,ai,django-project,django-application,django,expert-system,inference-engine,inference-rules",inference-engine
sdcondon/SCFirstOrderLogic,sdcondon,SCFirstOrderLogic,https://github.com/sdcondon/SCFirstOrderLogic,6,0,"artificial-intelligence,first-order-logic,inference-engine,linq-expressions,dotnet",inference-engine
yas-sim/openvino-onnx-importer-api,yas-sim,openvino-onnx-importer-api,https://github.com/yas-sim/openvino-onnx-importer-api,6,0,"onnx,openvino,openvino-toolkit,inference-engine,intel,deep-learning,ngraph,onnx-format,onnx-model",inference-engine
NicuTheodorAlexandru/NFAI,NicuTheodorAlexandru,NFAI,https://github.com/NicuTheodorAlexandru/NFAI,6,0,"ai,csharp,inference-engine,vulkan,llama3,cross-platform,vendor-agnostic,dotnet,gguf,local-ai",inference-engine
yas-sim/openvino-semantic-segmentation-demos,yas-sim,openvino-semantic-segmentation-demos,https://github.com/yas-sim/openvino-semantic-segmentation-demos,6,0,"intel,openvino,openvino-toolkit,deep-learning,semantic-segmentation,image-inpainting,object-retrieval,python,inference-engine,inference,background-swap,semantic-segmentation-demos,demo",inference-engine
yas-sim/devcloud-workshop-en,yas-sim,devcloud-workshop-en,https://github.com/yas-sim/devcloud-workshop-en,5,0,"deep-learning,hands-on,workshop,inference,intel,openvino,devcloud,inference-engine,tutorial,intel-devcloud,workshop-contents,jupyter,jupyter-notebook,benchmarking",inference-engine
animator/orange3-scoring,animator,orange3-scoring,https://github.com/animator/orange3-scoring,5,1,"pmml,pfa-standard,pfa,orange3,orange,scoring-engine,scoring,inference,inference-engine",inference-engine
fengwang/nnl,fengwang,nnl,https://github.com/fengwang/nnl,5,0,"cuda,deep-learning,inference-engine,language-model",inference-engine
viam-modules/viam-mlmodelservice-triton,viam-modules,viam-mlmodelservice-triton,https://github.com/viam-modules/viam-mlmodelservice-triton,5,6,"cxx,gpu,gpu-acceleration,inference-engine,jetpack,jetson,jetson-orin,ml,nvidia,nvidia-gpu,onnx,openvino,pytorch,robotics,tensorflow,tensorrt,triton-inference-server,viam,cuda,triton",inference-engine
